@relation tweeters

@attribute firstperson	numeric
@attribute secondperson	numeric
@attribute thirdperson	numeric
@attribute conjunctions	numeric
@attribute pasttense	numeric
@attribute futuretense	numeric
@attribute commas	numeric
@attribute colonssemis	numeric
@attribute dashes	numeric
@attribute parentheses	numeric
@attribute ellipses	numeric
@attribute commonnouns	numeric
@attribute propernouns	numeric
@attribute averbs	numeric
@attribute wh-words	numeric
@attribute modernslang	numeric
@attribute all-caps	numeric
@attribute avg-sent-len	numeric
@attribute avg-token-len	numeric
@attribute sentencecount	numeric
@attribute class	{KimKardashian,katyperry}

@data
2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 12, 1, 1, 0, 0, 7, 10.000, 3.633, 3, KimKardashian
3, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 3, 4, 7.000, 3.107, 4, KimKardashian
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 3, 2, 0, 0, 4, 11.000, 4.227, 2, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 6.000, 2.833, 1, KimKardashian
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4.000, 5.250, 1, KimKardashian
2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 1, 3, 1, 2, 5, 14.000, 4.036, 2, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 1, 0, 0, 0, 7.000, 5.048, 3, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 0, 1, 1, 9.000, 3.444, 2, KimKardashian
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 8.000, 3.750, 1, KimKardashian
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 2, 0, 0, 1, 9.000, 4.111, 2, KimKardashian
2, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 11, 1, 1, 0, 1, 3, 7.250, 3.966, 4, KimKardashian
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 6.000, 5.333, 1, KimKardashian
0, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 6, 2, 1, 0, 0, 2, 20.000, 4.200, 1, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 1, 1, 0, 3, 6.000, 3.125, 4, KimKardashian
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 1, 1, 0, 0, 2, 8.500, 5.000, 2, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 2, 8.500, 4.412, 2, KimKardashian
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 6.000, 5.167, 1, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4.000, 3.833, 3, KimKardashian
1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 10, 1, 0, 0, 0, 2, 7.667, 4.000, 3, KimKardashian
2, 0, 1, 0, 1, 1, 0, 1, 2, 0, 0, 6, 4, 4, 0, 1, 3, 11.333, 3.294, 3, KimKardashian
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2.500, 4.400, 2, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 2, 17.000, 4.412, 1, KimKardashian
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 1, 0, 3.500, 2.714, 2, KimKardashian
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 1, 1, 6.000, 4.583, 2, KimKardashian
0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 9, 1, 0, 0, 1, 2, 7.333, 3.364, 3, KimKardashian
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4.000, 5.250, 1, KimKardashian
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 3, 9.000, 5.556, 1, KimKardashian
1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 6, 0, 1, 0, 0, 1, 5.667, 4.059, 3, KimKardashian
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 4.000, 4.500, 1, KimKardashian
0, 0, 3, 2, 1, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 1, 5, 10.333, 3.677, 3, KimKardashian
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 4, 4.500, 4.556, 2, KimKardashian
2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 2, 10.000, 3.700, 2, KimKardashian
1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 2, 0, 0, 0, 2, 8.500, 4.824, 2, KimKardashian
0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 9, 1, 0, 0, 0, 1, 7.250, 3.828, 4, KimKardashian
1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 1, 11.000, 5.227, 2, KimKardashian
3, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 0, 3, 0, 0, 4, 5.200, 3.846, 5, KimKardashian
2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 1, 9.000, 4.056, 2, KimKardashian
0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 6, 1, 2, 1, 1, 2, 27.000, 4.185, 1, KimKardashian
0, 0, 0, 1, 0, 0, 4, 1, 0, 0, 0, 10, 6, 0, 1, 0, 3, 10.333, 3.645, 3, KimKardashian
2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 2, 8.500, 3.824, 2, KimKardashian
1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 9, 3, 2, 1, 0, 8, 7.000, 3.057, 5, KimKardashian
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 1, 5, 5.750, 3.957, 4, KimKardashian
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 1, 12.000, 5.583, 1, KimKardashian
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 17.000, 4.824, 1, KimKardashian
0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 1, 2, 0, 3, 2, 5.667, 4.000, 3, KimKardashian
1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 6, 4, 2, 0, 0, 1, 7.500, 3.800, 4, KimKardashian
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 3.500, 3.857, 2, KimKardashian
1, 3, 0, 0, 0, 0, 0, 2, 0, 1, 0, 6, 0, 3, 0, 3, 2, 9.000, 3.778, 3, KimKardashian
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 7.000, 4.571, 1, KimKardashian
3, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 3, 2, 2, 0, 2, 3, 11.000, 3.091, 2, KimKardashian
2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 4, 0, 1, 1, 9.000, 3.333, 3, KimKardashian
2, 2, 2, 0, 2, 0, 0, 0, 1, 0, 0, 8, 0, 2, 0, 1, 4, 7.250, 3.862, 4, KimKardashian
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 1, 1, 6.500, 3.923, 2, KimKardashian
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 1, 1, 4.000, 3.750, 3, KimKardashian
2, 1, 5, 1, 2, 1, 0, 0, 0, 0, 0, 8, 1, 2, 0, 2, 10, 11.667, 3.143, 3, KimKardashian
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 5.000, 3.600, 1, KimKardashian
0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 6, 1, 1, 1, 0, 2, 11.500, 3.478, 2, KimKardashian
2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 3, 1, 6.333, 2.895, 3, KimKardashian
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 0, 8.000, 3.875, 1, KimKardashian
1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 1, 0, 0, 7.667, 4.130, 3, KimKardashian
1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 5, 4, 1, 0, 1, 2, 10.000, 3.800, 3, KimKardashian
0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 4, 2, 1, 0, 1, 0, 6.667, 3.400, 3, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 5.500, 5.455, 2, KimKardashian
2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 5, 0, 1, 0, 0, 3, 10.500, 3.810, 2, KimKardashian
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 2, 10.500, 3.333, 2, KimKardashian
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 4.500, 3.222, 2, KimKardashian
2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 8, 1, 1, 1, 2, 2, 8.500, 3.235, 4, KimKardashian
5, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 9, 0, 4, 0, 0, 4, 7.750, 3.258, 4, KimKardashian
1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 3, 0, 5.333, 3.938, 3, KimKardashian
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 2, 8.333, 4.080, 3, KimKardashian
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5.000, 4.600, 1, KimKardashian
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 1, 1, 0, 0, 2, 4.800, 3.667, 5, KimKardashian
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 2, 10.500, 4.048, 2, KimKardashian
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 3.000, 5.000, 1, KimKardashian
0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 2, 2, 0, 0, 0, 12.000, 4.583, 2, KimKardashian
0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 2, 8.000, 4.000, 2, KimKardashian
2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 5, 0, 1, 0, 1, 1, 10.500, 3.952, 2, KimKardashian
2, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 7, 1, 3, 0, 2, 5, 9.000, 4.074, 3, KimKardashian
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 0, 2, 3, 5.000, 4.600, 2, KimKardashian
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 4, 1, 0, 0, 2, 6.000, 3.667, 3, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 11.000, 4.636, 1, KimKardashian
0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 9, 0, 2, 0, 0, 6, 9.000, 4.259, 3, KimKardashian
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 2, 7.500, 4.333, 2, KimKardashian
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 4, 9.000, 5.111, 1, KimKardashian
1, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 14, 1, 0, 0, 1, 6, 6.750, 4.185, 4, KimKardashian
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 1, 0, 0, 7.333, 4.091, 3, KimKardashian
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 5.000, 3.800, 1, KimKardashian
2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 4, 0, 1, 0, 0, 1, 6.000, 3.375, 4, KimKardashian
